Hour of Day,Users,Sessions,Total Events
2017073011,15,15,555
2017073012,13,13,648
2017073013,19,19,1515
2017073014,16,17,1179
2017073015,22,18,1034
2017073016,21,19,835
2017073017,22,19,1086
2017073018,19,16,991
2017073019,16,15,1031
2017073020,7,9,208
2017073021,13,12,245
2017073022,15,16,680
2017073023,6,4,61
2017073100,2,2,80
2017073101,1,1,52
2017073102,1,0,108
2017073105,4,4,17
2017073106,10,9,190
2017073107,28,28,776
2017073108,39,33,1392
2017073109,35,29,1369
2017073110,28,27,1168
2017073111,33,30,1059
2017073112,33,30,1447
2017073113,24,19,694
2017073114,34,30,625
2017073115,38,37,1354
2017073116,22,19,1040
2017073117,41,40,1901
2017073118,22,18,723
2017073119,16,16,616
2017073120,9,7,216
2017073121,16,16,838
2017073122,7,6,111
2017073123,6,6,218
2017080100,2,2,86
2017080101,1,1,68
2017080102,1,1,15
2017080103,1,1,6
2017080104,1,1,5
2017080105,5,5,22
2017080106,12,12,301
2017080107,24,22,941
2017080108,38,37,1352
2017080109,30,27,984
2017080110,32,30,900
2017080111,26,26,804
2017080112,37,32,1234
2017080113,29,27,939
2017080114,43,41,1263
2017080115,34,32,1046
2017080116,47,44,2031
2017080117,47,44,1626
2017080118,30,29,1207
2017080119,22,22,746
2017080120,24,23,857
2017080121,19,17,434
2017080122,9,9,471
2017080123,4,4,45
2017080200,5,5,80
2017080202,1,1,4
2017080204,2,2,5
2017080205,6,6,56
2017080206,13,12,281
2017080207,22,19,902
2017080208,30,28,717
2017080209,29,26,862
2017080210,29,27,1330
2017080211,43,39,1404
2017080212,32,29,1470
2017080213,43,40,1840
2017080214,37,34,1998
2017080215,32,27,1330
2017080216,57,57,3233
2017080217,43,44,2886
2017080218,37,32,2389
2017080219,29,26,1264
2017080220,21,21,926
2017080221,15,12,505
2017080222,5,5,37
2017080223,7,7,17
2017080300,2,2,138
2017080301,1,1,6
2017080303,1,1,2
2017080304,1,1,35
2017080305,4,4,58
2017080306,13,12,292
2017080307,28,23,1058
2017080308,40,39,1672
2017080309,30,28,1917
2017080310,30,30,1067
2017080311,38,35,1450
2017080312,34,32,1193
2017080313,40,35,2805
2017080314,40,37,1040
2017080315,40,38,2919
2017080316,56,50,2281
2017080317,58,54,4421
2017080318,43,35,3092
2017080319,13,10,916
2017080320,12,11,926
2017080321,9,7,123
2017080322,9,9,166
2017080323,6,5,222
2017080400,1,1,7
2017080401,2,2,118
2017080403,1,1,17
2017080404,1,1,4
2017080405,9,9,292
2017080406,10,9,168
2017080407,22,22,1235
2017080408,30,27,946
2017080409,35,34,1544
2017080410,35,29,1902
2017080411,33,30,900
2017080412,26,23,979
2017080413,44,40,1642
2017080414,44,44,2003
2017080415,32,29,1192
2017080416,32,28,689
2017080417,24,18,1123
2017080418,12,12,391
2017080419,15,13,952
2017080420,15,15,566
2017080421,12,13,462
2017080422,9,9,263
2017080423,6,5,308
2017080500,7,7,351
2017080501,5,4,77
2017080502,4,2,6
2017080503,1,1,47
2017080504,1,1,1
2017080505,6,6,88
2017080506,7,6,751
2017080507,15,13,293
2017080508,19,19,834
2017080509,13,13,754
2017080510,17,17,636
2017080511,17,16,538
2017080512,21,22,1203
2017080513,27,26,943
2017080514,26,26,1718
2017080515,27,24,1985
2017080516,18,18,815
2017080517,21,19,968
2017080518,13,13,743
2017080519,18,16,641
2017080520,19,19,1352
2017080521,7,7,223
2017080522,9,9,462
2017080523,7,7,66
2017080600,7,7,57
2017080601,1,1,11
2017080602,1,1,4
2017080604,1,1,168
2017080605,4,2,18
2017080606,6,6,33
2017080607,12,13,739
2017080608,12,12,296
2017080609,15,15,824
2017080610,23,22,801
2017080611,16,13,801
2017080612,13,13,480
2017080613,26,24,1201
2017080614,28,24,1209
2017080615,24,22,1200
2017080616,26,24,941
2017080617,32,34,1769
2017080618,26,23,1417
2017080619,18,17,1139
2017080620,11,9,384
2017080621,9,9,306
2017080622,12,11,320
2017080623,4,2,13
2017080700,6,6,269
2017080701,1,1,9
2017080702,1,1,45
2017080703,1,1,23
2017080705,5,5,74
2017080706,7,6,233
2017080707,28,26,934
2017080708,33,30,1161
2017080709,34,34,1443
2017080710,34,30,935
2017080711,23,21,1137
2017080712,28,24,1388
2017080713,26,24,1086
2017080714,41,43,1221
2017080715,32,28,1095
2017080716,40,38,1582
2017080717,47,43,2473
2017080718,30,28,1744
2017080719,19,19,641
2017080720,11,10,1151
2017080721,9,9,273
2017080722,9,7,200
2017080723,4,2,27
2017080800,1,1,7
2017080801,2,2,6
2017080802,2,2,11
2017080803,4,4,9
2017080805,4,4,58
2017080806,9,7,198
2017080807,26,24,1033
2017080808,29,28,1355
2017080809,34,33,1924
2017080810,27,22,1304
2017080811,33,34,1568
2017080812,29,29,710
2017080813,26,23,940
2017080814,28,24,789
2017080815,30,30,919
2017080816,32,29,1436
2017080817,32,30,1522
2017080818,26,24,916
2017080819,15,15,546
2017080820,15,12,522
2017080821,9,9,128
2017080822,6,5,553
2017080823,2,2,235
2017080900,1,1,15
2017080903,1,1,74
2017080904,2,2,29
2017080905,2,1,13
2017080906,10,10,80
2017080907,27,26,1445
2017080908,33,28,798
2017080909,19,21,678
2017080910,26,26,821
2017080911,34,34,1304
2017080912,21,19,1330
2017080913,17,13,392
2017080914,33,30,1257
2017080915,30,28,841
2017080916,39,40,1896
2017080917,55,51,3220
2017080918,24,21,841
2017080919,30,30,1656
2017080920,18,13,491
2017080921,6,7,47
2017080922,4,4,135
2017080923,7,7,99
2017081000,7,7,50
2017081001,2,1,6
2017081004,1,1,94
2017081005,1,1,16
2017081006,9,9,167
2017081007,24,24,816
2017081008,23,21,686
2017081009,32,29,811
2017081010,19,18,520
2017081011,27,26,2185
2017081012,24,23,628
2017081013,19,19,381
2017081014,28,27,653
2017081015,49,51,1864
2017081016,38,34,1616
2017081017,39,35,2276
2017081018,34,30,1765
2017081019,17,12,665
2017081020,17,16,617
2017081021,13,12,810
2017081022,13,12,475
2017081023,16,17,503
2017081100,11,11,95
2017081101,1,0,82
2017081102,4,4,26
2017081103,2,2,9
2017081105,6,6,253
2017081106,10,10,376
2017081107,18,16,572
2017081108,26,26,699
2017081109,19,17,605
2017081110,22,22,829
2017081111,29,30,1198
2017081112,22,19,390
2017081113,22,21,912
2017081114,30,30,1355
2017081115,33,34,861
2017081116,33,28,1197
2017081117,27,24,1527
2017081118,16,13,425
2017081119,18,19,613
2017081120,15,13,739
2017081121,2,2,68
2017081122,11,11,431
2017081123,7,7,250
2017081200,2,4,45
2017081201,1,1,4
2017081204,1,1,7
2017081205,2,2,60
2017081206,4,4,40
2017081207,10,10,475
2017081208,11,11,444
2017081209,13,12,318
2017081210,21,21,832
2017081211,15,15,666
2017081212,17,16,643
2017081213,21,21,957
2017081214,21,19,975
2017081215,17,15,471
2017081216,15,13,434
2017081217,11,10,216
2017081218,15,15,501
2017081219,7,7,632
2017081220,10,10,191
2017081221,1,1,28
2017081222,12,12,317
2017081301,4,4,90
2017081303,1,1,33
2017081304,1,1,32
2017081305,1,1,2
2017081306,2,2,68
2017081307,12,12,482
2017081308,11,10,804
2017081309,19,18,526
2017081310,21,19,1133
2017081311,21,21,906
2017081312,24,21,1165
2017081313,21,21,921
2017081314,19,19,765
2017081315,19,19,698
2017081316,23,22,1024
2017081317,18,17,855
2017081318,12,12,637
2017081319,16,16,783
2017081320,15,11,913
2017081321,21,21,513
2017081322,12,11,502
2017081323,2,2,88
2017081400,1,1,4
2017081401,1,1,93
2017081402,4,4,211
2017081404,1,1,50
2017081405,2,4,22
2017081406,9,7,341
2017081407,24,22,678
2017081408,33,30,1540
2017081409,26,24,757
2017081410,26,21,706
2017081411,21,21,578
2017081412,27,26,1494
2017081413,38,32,1200
2017081414,21,19,984
2017081415,28,29,1196
2017081416,22,21,1388
2017081417,33,32,884
2017081418,16,15,331
2017081419,9,6,818
2017081420,10,10,112
2017081421,10,10,346
2017081422,11,10,111
2017081423,2,2,91
2017081500,2,2,2
2017081504,1,1,17
2017081505,6,7,27
2017081506,12,10,350
2017081507,26,23,1045
2017081508,39,34,1453
2017081509,37,30,1157
2017081510,19,19,994
2017081511,27,23,994
2017081512,18,18,567
2017081513,21,21,682
2017081514,22,19,427
2017081515,33,34,1351
2017081516,33,33,1347
2017081517,24,22,1357
2017081518,21,21,721
2017081519,18,18,826
2017081520,5,4,96
2017081521,4,4,129
2017081522,6,6,43
2017081523,2,2,12
2017081600,4,4,66
2017081601,2,1,6
2017081602,1,1,41
2017081605,7,10,68
2017081606,10,6,402
2017081607,27,26,809
2017081608,33,29,1057
2017081609,37,33,985
2017081610,33,26,1207
2017081611,34,30,1270
2017081612,28,26,897
2017081613,30,29,877
2017081614,33,32,1567
2017081615,29,27,751
2017081616,26,21,950
2017081617,24,22,969
2017081618,29,26,1417
2017081619,17,18,453
2017081620,12,11,832
2017081621,11,12,307
2017081622,12,12,223
2017081623,2,2,6
2017081700,6,6,184
2017081701,1,1,198
2017081702,1,1,2
2017081703,1,1,13
2017081705,6,6,68
2017081706,10,10,82
2017081707,27,29,1357
2017081708,37,34,1089
2017081709,35,34,1108
2017081710,32,32,1414
2017081711,45,44,1923
2017081712,57,55,2017
2017081713,43,35,1996
2017081714,60,56,2652
2017081715,56,50,2876
2017081716,58,49,2263
2017081717,43,41,1858
2017081718,33,30,1559
2017081719,26,26,845
2017081720,12,12,336
2017081721,22,21,871
2017081722,9,6,368
2017081723,6,6,114
2017081800,9,9,129
2017081801,4,4,289
2017081802,2,1,21
2017081803,1,1,4
2017081804,2,2,6
2017081805,6,6,108
2017081806,12,12,370
2017081807,44,43,1807
2017081808,43,38,1268
2017081809,51,46,2069
2017081810,58,52,2910
2017081811,62,55,2982
2017081812,39,35,1665
2017081813,55,51,2197
2017081814,65,55,3373
2017081815,52,49,2710
2017081816,62,57,2913
2017081817,61,57,2998
2017081818,49,49,2371
2017081819,52,49,2752
2017081820,38,37,2059
2017081821,21,17,491
2017081822,16,16,659
2017081823,10,10,301
2017081900,5,5,139
2017081901,6,5,63
2017081902,2,1,15
2017081903,2,2,5
2017081904,1,1,4
2017081905,4,4,29
2017081906,13,15,273
2017081907,26,27,807
2017081908,32,29,1449
2017081909,37,35,1581
2017081910,35,30,2078
2017081911,49,45,2030
2017081912,46,38,1980
2017081913,43,41,2628
2017081914,45,40,2561
2017081915,77,73,3599
2017081916,50,45,3540
2017081917,41,38,2086
2017081918,35,35,1653
2017081919,29,28,1737
2017081920,32,29,1425
2017081921,29,24,1028
2017081922,19,19,983
2017081923,7,6,212
2017082000,2,2,114
2017082001,5,5,50
2017082005,6,6,201
2017082006,5,5,46
2017082007,26,26,732
2017082008,29,28,1783
2017082009,46,45,1907
2017082010,57,56,3122
2017082011,37,32,1897
2017082012,47,46,2980
2017082013,41,35,2354
2017082014,47,46,2199
2017082015,38,35,2054
2017082016,43,41,2476
2017082017,51,44,2549
2017082018,35,30,2107
2017082019,33,34,1716
2017082020,38,35,2022
2017082021,21,17,492
2017082022,17,15,633
2017082023,10,10,544
2017082100,1,1,10
2017082101,4,2,166
2017082102,2,2,99
2017082103,2,2,32
2017082104,5,5,113
2017082105,10,9,285
2017082106,24,23,1141
2017082107,58,54,3079
2017082108,89,80,7712
2017082109,118,106,10037
2017082110,104,84,7712
2017082111,134,113,15416
2017082112,117,100,8876
2017082113,100,90,5956
2017082114,89,78,7152
2017082115,102,91,8289
2017082116,104,94,6795
2017082117,76,65,5576
2017082118,55,47,2805
2017082119,45,40,3674
2017082120,38,35,2672
2017082121,32,27,1213
2017082122,23,23,878
2017082123,11,10,420
2017082200,2,2,47
2017082201,2,2,68
2017082203,1,1,261
2017082204,1,1,45
2017082205,7,9,378
2017082206,15,13,438
2017082207,39,37,1548
2017082208,63,62,3825
2017082209,49,44,2097
2017082210,44,39,1579
2017082211,40,38,1361
2017082212,37,32,1331
2017082213,34,35,1260
2017082214,55,49,2214
2017082215,71,63,2759
2017082216,71,68,3842
2017082217,55,49,2663
2017082218,44,41,1671
2017082219,28,27,1079
2017082220,34,33,1691
2017082221,24,19,714
2017082222,9,9,141
2017082223,6,5,24
2017082300,6,6,318
2017082301,6,6,184
2017082303,2,2,6
2017082305,4,4,79
2017082306,17,16,212
2017082307,38,34,894
2017082308,45,38,1388
2017082309,37,32,1867
2017082310,35,32,1259
2017082311,38,34,1102
2017082312,45,43,1670
2017082313,33,33,1108
2017082314,28,29,1442
2017082315,45,44,1808
2017082316,41,40,1808
2017082317,46,43,1768
2017082318,22,23,782
2017082319,15,12,1487
2017082320,9,9,340
2017082321,15,15,511
2017082322,9,6,202
2017082323,2,2,39
2017082400,4,4,37
2017082401,4,4,10
2017082402,2,2,35
2017082403,4,4,72
2017082404,6,6,71
2017082405,9,7,163
2017082406,13,11,295
2017082407,29,29,1102
2017082408,26,24,922
2017082409,39,37,2384
2017082410,34,28,1040
2017082411,33,30,706
2017082412,32,28,862
2017082413,23,21,1069
2017082414,19,18,1297
2017082415,39,37,1804
2017082416,39,37,1606
2017082417,39,39,1146
2017082418,23,18,738
2017082419,12,12,360
2017082420,15,16,736
2017082421,11,10,251
2017082422,6,5,166
2017082423,10,10,119
2017082500,2,2,73
2017082502,1,1,28
2017082503,4,2,13
2017082504,1,0,1
2017082505,7,7,196
2017082506,9,7,206
2017082507,30,29,538
2017082508,30,27,1063
2017082509,29,27,739
2017082510,39,38,1185
2017082511,37,33,1385
2017082512,19,16,390
2017082513,32,32,1174
2017082514,33,30,1374
2017082515,26,24,673
2017082516,35,35,1232
2017082517,23,23,1001
2017082518,16,16,557
2017082519,17,17,621
2017082520,13,12,269
2017082521,11,11,283
2017082522,7,7,265
2017082523,4,4,10
2017082600,2,2,65
2017082601,1,1,219
2017082603,1,1,52
2017082604,1,1,4
2017082605,4,4,69
2017082606,6,6,321
2017082607,15,15,427
2017082608,22,19,733
2017082609,17,15,647
2017082610,16,15,742
2017082611,27,24,1243
2017082612,22,22,447
2017082613,21,21,692
2017082614,15,13,347
2017082615,23,22,1003
2017082616,22,19,768
2017082617,23,23,739
2017082618,10,10,162
2017082619,21,18,703
2017082620,10,10,379
2017082621,5,5,203
2017082622,11,11,179
2017082623,1,1,35
2017082700,4,4,23
2017082701,4,4,26
2017082703,2,2,178
2017082705,2,2,6
2017082706,5,5,38
2017082707,7,7,240
2017082708,11,11,353
2017082709,18,18,410
2017082710,15,15,529
2017082711,30,27,872
2017082712,22,18,751
2017082713,24,24,867
2017082714,19,19,683
2017082715,17,15,150
2017082716,26,24,2051
2017082717,12,7,588
2017082718,22,21,947
2017082719,15,15,632
2017082720,12,12,239
2017082721,18,13,867
2017082722,5,5,214
2017082723,6,5,145
2017082801,4,4,91
2017082805,6,6,332
2017082806,18,16,481
2017082807,29,26,1372
2017082808,45,43,1740
2017082809,39,37,1226
2017082810,34,33,916
2017082811,33,34,1480
2017082812,27,24,921
2017082813,27,26,693
2017082814,30,27,966
2017082815,29,28,1249
2017082816,34,34,877
2017082817,38,38,961
2017082818,29,27,1084
2017082819,13,11,153
2017082820,18,16,169
2017082821,10,10,378
2017082822,10,10,122
2017082823,7,6,61
2017082900,1,1,2
2017082901,1,1,27
2017082903,1,1,4
2017082904,2,2,27
2017082905,9,9,164
2017082906,11,9,213
2017082907,33,30,1754
2017082908,39,37,1287
2017082909,35,30,1687
2017082910,28,27,899
2017082911,29,28,1182
2017082912,33,30,968
2017082913,29,26,632
2017082914,37,35,1573
2017082915,30,30,1312
2017082916,39,38,1123
2017082917,40,39,1993
2017082918,30,28,1454
2017082919,30,27,1084
2017082920,12,12,392
2017082921,19,16,306
2017082922,12,13,329
2017082923,10,9,454
2017083000,4,4,9
2017083001,5,5,95
2017083002,4,4,11
2017083004,1,1,6
2017083005,9,9,234
2017083006,11,7,680
2017083007,29,30,725
2017083008,43,40,1290
2017083009,44,38,1923
2017083010,39,35,1445
2017083011,47,34,2386
2017083012,37,33,1884
2017083013,39,38,1738
2017083014,52,49,2390
2017083015,51,44,2343
2017083016,40,35,1508
2017083017,60,56,3002
2017083018,32,24,1170
2017083019,38,30,3259
2017083020,34,22,1343
2017083021,29,29,1008
2017083022,24,22,849
2017083023,12,5,375
2017083100,4,4,37
2017083101,2,2,5
2017083102,1,1,499
2017083103,2,2,4
2017083104,2,2,19
2017083105,5,5,83
2017083106,13,12,363
2017083107,37,38,660
2017083108,55,55,1452
2017083109,56,47,2255
2017083110,43,37,1245
2017083111,52,47,1554
2017083112,46,46,2706
2017083113,45,45,1467
2017083114,50,46,2438
2017083115,37,33,1333
2017083116,44,41,1564
2017083117,54,45,1607
2017083118,28,27,1011
2017083119,26,22,1616
2017083120,10,10,465
2017083121,17,18,345
2017083122,21,21,471
2017083123,7,7,83
2017090100,2,2,11
2017090101,1,1,4
2017090103,4,4,82
2017090104,6,6,79
2017090105,9,7,71
2017090106,19,17,314
2017090107,24,23,561
2017090108,41,38,1571
2017090109,50,46,1399
2017090110,46,40,1668
2017090111,39,35,1392
2017090112,38,35,1903
2017090113,41,40,1711
2017090114,62,56,2752
2017090115,39,37,1432
2017090116,49,44,2736
2017090117,34,30,1257
2017090118,39,40,1667
2017090119,28,22,1190
2017090120,27,24,1791
2017090121,12,12,449
2017090122,7,7,270
2017090123,4,4,46
2017090200,4,4,34
2017090201,1,1,4
2017090202,1,0,7
2017090204,4,4,21
2017090205,5,5,27
2017090206,7,6,44
2017090207,24,23,687
2017090208,21,19,1017
2017090209,23,23,884
2017090210,29,27,839
2017090211,24,22,1036
2017090212,23,23,1030
2017090213,28,30,1237
2017090214,26,23,848
2017090215,30,28,1823
2017090216,32,30,1584
2017090217,24,23,984
2017090218,17,16,1186
2017090219,24,22,783
2017090220,16,15,544
2017090221,7,6,234
2017090222,12,11,610
2017090223,2,2,66
2017090300,4,4,105
2017090301,2,2,12
2017090302,2,2,33
2017090304,1,1,5
2017090305,4,4,12
2017090306,2,2,11
2017090307,21,21,699
2017090308,29,29,642
2017090309,24,24,1217
2017090310,30,28,1509
2017090311,32,26,1298
2017090312,27,26,827
2017090313,33,33,906
2017090314,30,24,1198
2017090315,27,26,1326
2017090316,40,40,2088
2017090317,39,38,2255
2017090318,39,35,2116
2017090319,24,19,1027
2017090320,13,11,315
2017090321,18,18,457
2017090322,16,17,524
2017090323,10,10,147
2017090400,2,2,195
2017090401,2,2,220
2017090402,2,2,13
2017090403,2,2,94
2017090404,4,4,68
2017090405,6,5,111
2017090406,10,6,265
2017090407,18,16,598
2017090408,38,37,1875
2017090409,45,43,2563
2017090410,38,35,1886
2017090411,61,54,3932
2017090412,55,50,3141
2017090413,49,44,2576
2017090414,51,51,3041
2017090415,54,52,2990
2017090416,61,58,2447
2017090417,49,47,3287
2017090418,37,33,2475
2017090419,39,38,1671
2017090420,33,29,1310
2017090421,17,18,330
2017090422,22,22,1072
2017090423,9,7,118
2017090500,2,2,6
2017090501,1,1,233
2017090502,1,1,609
2017090503,2,2,121
2017090504,1,1,58
2017090505,9,9,73
2017090506,17,15,479
2017090507,32,30,1444
2017090508,68,66,3737
2017090509,66,58,3702
2017090510,57,51,2349
2017090511,50,43,2158
2017090512,66,63,3410
2017090513,52,51,2993
2017090514,65,61,3312
2017090515,66,61,2432
2017090516,68,63,3206
2017090517,63,58,2736
2017090518,51,45,2712
2017090519,39,38,1879
2017090520,34,30,1113
2017090521,26,26,788
