Date,Users,Sessions,Total Events
2016010113,66,61,2824
2016010213,52,50,2541
2016010313,91,86,5152
2016010413,149,141,7824
2016010513,374,343,22708
2016010613,274,248,19201
2016010713,134,125,8280
2016010813,89,84,4846
2016010913,71,65,4069
2016011013,51,46,3265
2016011113,55,52,2549
2016011213,63,61,3858
2016011313,179,166,9651
2016011413,161,155,10075
2016011513,164,157,9187
2016011613,105,95,5525
2016011713,105,99,4765
2016011813,112,97,5664
2016011913,225,216,13732
2016012013,80,68,4294
2016012113,55,51,2847
2016012213,169,161,10117
2016012313,121,108,6105
2016012413,62,56,3121
2016012513,54,51,2865
2016012613,38,37,1749
2016012713,37,37,1304
2016012813,63,60,3154
2016012913,170,164,7045
2016013013,83,78,4572
2016013113,194,180,11587
2016020113,122,112,7858
2016020213,104,91,4925
2016020313,73,68,4495
2016020413,54,49,3271
2016020513,51,49,1945
2016020613,32,27,1111
2016020713,21,17,900
2016020813,44,40,2194
2016020913,46,44,1556
2016021013,28,28,952
2016021113,29,29,1292
2016021213,29,26,1105
2016021313,12,12,539
2016021413,21,19,1117
2016021513,29,27,1623
2016021613,28,28,1266
2016021713,86,84,5197
2016021813,175,163,10101
2016021913,84,79,3405
2016022013,18,17,692
2016022113,22,21,1122
2016022213,35,33,1089
2016022313,30,30,1214
2016022413,26,23,1073
2016022513,15,15,466
2016022613,13,13,714
2016022713,6,5,167
2016022813,15,12,520
2016022913,23,23,810
2016030113,35,34,801
2016030213,28,26,807
2016030313,24,22,1258
2016030413,55,54,2699
2016030513,82,79,4386
2016030613,78,69,3586
2016030713,140,129,7929
2016030813,63,61,3109
2016030913,49,45,2431
2016031013,83,73,3929
2016031113,127,114,7572
2016031213,88,86,5117
2016031313,202,185,14642
2016031413,93,85,5390
2016031513,50,41,1758
2016031613,37,34,2192
2016031713,33,26,1640
2016031813,29,26,1077
2016031913,17,17,957
2016032013,30,28,1551
2016032113,79,74,4285
2016032213,72,69,3177
2016032313,67,65,2996
2016032413,35,35,2046
2016032513,29,27,1352
2016032613,18,18,476
2016032713,29,27,2387
2016032813,222,206,12605
2016032913,69,65,3907
2016033013,44,43,1336
2016033113,24,23,880
2016040113,26,24,1676
2016040213,13,12,860
