Date,Users,Sessions,Total Events
2016010122,27,27,598
2016010222,18,21,649
2016010322,43,43,2208
2016010422,65,61,2563
2016010522,73,68,3399
2016010622,74,65,3974
2016010722,47,46,1841
2016010822,43,39,770
2016010922,28,27,868
2016011022,17,19,292
2016011122,17,16,1180
2016011222,30,30,1067
2016011322,40,33,1855
2016011422,96,85,5504
2016011522,34,29,1596
2016011622,39,37,1332
2016011722,60,56,2982
2016011822,27,28,1281
2016011922,26,21,1256
2016012022,23,21,698
2016012122,24,24,462
2016012222,57,52,1914
2016012322,38,34,2204
2016012422,34,32,1542
2016012522,18,15,727
2016012622,18,16,602
2016012722,11,11,336
2016012822,17,16,455
2016012922,61,56,2235
2016013022,29,28,773
2016013122,114,112,5810
2016020122,33,29,1338
2016020222,17,15,832
2016020322,21,18,997
2016020422,21,19,677
2016020522,15,13,224
2016020622,10,10,543
2016020722,16,16,369
2016020822,5,5,237
2016020922,7,7,135
2016021022,11,12,346
2016021122,11,12,63
2016021222,7,6,58
2016021322,6,6,45
2016021422,9,9,56
2016021522,6,6,30
2016021622,12,12,206
2016021722,43,40,2448
2016021822,28,27,1045
2016021922,29,28,765
2016022022,9,9,228
2016022122,5,5,423
2016022222,7,9,153
2016022322,7,7,302
2016022422,7,7,312
2016022522,5,5,184
2016022622,15,15,537
2016022722,4,4,89
2016022822,7,7,94
2016022922,6,6,201
2016030122,11,11,448
2016030222,5,4,139
2016030322,13,13,430
2016030422,27,26,1666
2016030522,66,60,2783
2016030622,74,67,5128
2016030722,30,29,958
2016030822,19,19,768
2016030922,15,16,588
2016031022,26,24,1553
2016031122,45,45,2030
2016031222,54,50,2337
2016031322,208,203,9236
2016031422,28,24,675
2016031522,17,16,628
2016031622,21,21,563
2016031722,5,5,94
2016031822,6,6,128
2016031922,13,13,191
2016032022,24,24,1055
2016032122,54,50,3020
2016032222,12,12,379
2016032322,18,17,639
2016032422,11,11,259
2016032522,12,12,493
2016032622,10,7,196
2016032722,22,21,1242
2016032822,33,33,1612
2016032922,19,19,520
2016033022,7,7,212
2016033122,10,7,77
2016040122,11,11,321
2016040222,5,4,19
2016040322,2,2,27
2016040422,9,9,136
2016040522,9,7,206
2016040622,10,9,252
