Date,Users,Sessions,Total Events
2016010105,9,7,503
2016010205,13,13,412
2016010305,10,10,262
2016010405,18,18,440
2016010505,34,30,1124
2016010605,19,19,885
2016010705,38,37,1523
2016010805,16,16,493
2016010905,17,17,535
2016011005,11,11,118
2016011105,9,9,234
2016011205,13,12,195
2016011305,23,23,610
2016011405,32,30,1464
2016011505,46,46,2538
2016011605,24,23,1027
2016011705,18,18,678
2016011805,45,43,1474
2016011905,24,26,1033
2016012005,21,21,718
2016012105,13,15,328
2016012205,18,18,460
2016012305,26,26,1002
2016012405,12,12,392
2016012505,16,16,516
2016012605,18,18,813
2016012705,16,16,205
2016012805,13,13,188
2016012905,19,19,616
2016013005,33,33,1997
2016013105,29,28,1472
2016020105,34,34,1873
2016020205,28,27,1114
2016020305,18,18,313
2016020405,18,17,558
2016020505,9,9,95
2016020605,5,5,132
2016020705,2,2,54
2016020805,9,9,96
2016020905,9,7,93
2016021005,10,10,43
2016021105,11,11,133
2016021205,6,6,130
2016021305,6,6,66
2016021405,2,2,7
2016021505,11,11,100
2016021605,9,9,116
2016021705,9,10,108
2016021805,32,30,1900
2016021905,15,15,280
2016022005,9,7,217
2016022105,6,6,57
2016022205,10,10,85
2016022305,15,15,357
2016022405,11,11,46
2016022505,11,11,147
2016022605,6,6,21
2016022705,5,5,67
2016022805,5,5,365
2016022905,6,6,65
2016030105,6,6,63
2016030205,6,7,47
2016030305,9,9,60
2016030405,6,6,57
2016030505,7,7,101
2016030605,32,29,1634
2016030705,45,45,2311
2016030805,13,13,412
2016030905,13,13,452
2016031005,9,9,314
2016031105,18,17,561
2016031205,17,18,792
2016031305,12,12,481
2016031405,18,17,1028
2016031505,12,13,88
2016031605,7,6,38
2016031705,9,9,151
2016031805,7,7,144
2016031905,6,6,160
2016032005,5,5,52
2016032105,12,13,270
2016032205,18,18,990
2016032305,15,15,754
2016032405,10,10,132
2016032505,4,4,239
2016032605,10,10,168
2016032705,2,2,27
2016032805,21,21,502
2016032905,18,16,637
2016033005,12,12,237
2016033105,11,11,438
2016040105,6,6,117
2016040205,4,4,28
2016040305,1,1,16
2016040405,2,2,50
2016040505,5,5,94
2016040605,2,2,44
2016040705,7,7,113
2016040805,5,5,43
2016040905,7,7,287
2016041005,2,2,47
2016041105,7,9,71
2016041205,2,2,10
2016041305,7,7,150
2016041405,17,17,616
2016041505,10,10,251
2016041605,5,5,569
2016041705,2,2,382
2016041805,4,4,296
2016041905,2,1,71
2016042005,2,2,119
2016042105,6,6,50
2016042205,5,5,155
2016042305,6,7,475
2016042405,1,1,2
2016042505,6,6,200
2016042605,4,4,43
2016042705,10,10,409
2016042805,15,15,295
2016042905,6,6,44
2016043005,5,5,141
