Date,Users,Sessions,Total Events
2016010116,58,50,2717
2016010216,47,43,2764
2016010316,93,91,6598
2016010416,207,191,12408
2016010516,330,297,19249
2016010616,272,250,19300
2016010716,152,144,10576
2016010816,72,67,4095
2016010916,80,78,4082
2016011016,51,50,2470
2016011116,56,52,2900
2016011216,66,63,4379
2016011316,202,192,12101
2016011416,362,331,27115
2016011516,113,100,7014
2016011616,82,74,5687
2016011716,129,124,8742
2016011816,110,101,5517
2016011916,161,146,10518
2016012016,71,66,4229
2016012116,67,60,2528
2016012216,170,161,7803
2016012316,99,89,4709
2016012416,52,49,2895
2016012516,49,49,2528
2016012616,62,62,2264
2016012716,41,39,2470
2016012816,85,83,4406
2016012916,178,168,10098
2016013016,101,94,4411
2016013116,304,279,21359
2016020116,114,107,5805
2016020216,107,100,5314
2016020316,90,85,4976
2016020416,56,55,3405
2016020516,45,45,2026
2016020616,21,21,1336
2016020716,18,17,783
2016020816,38,34,1642
2016020916,34,33,1159
2016021016,23,22,895
2016021116,29,24,1593
2016021216,21,19,521
2016021316,30,29,1291
2016021416,22,22,1011
2016021516,34,33,2332
2016021616,28,27,990
2016021716,104,95,6041
2016021816,128,114,5745
2016021916,94,88,4850
2016022016,21,21,1376
2016022116,34,32,1640
2016022216,39,37,2064
2016022316,24,22,1168
2016022416,23,23,960
2016022516,18,17,427
2016022616,27,27,1684
2016022716,13,13,342
2016022816,16,16,395
2016022916,22,21,619
2016030116,18,17,1483
2016030216,30,30,1193
2016030316,40,39,1639
2016030416,96,95,4953
2016030516,77,69,3894
2016030616,106,99,5157
2016030716,158,150,7817
2016030816,65,66,2791
2016030916,67,65,3272
2016031016,89,86,5403
2016031116,155,147,9611
2016031216,118,113,7673
2016031316,178,170,10720
2016031416,78,71,6619
2016031516,44,39,3282
2016031616,46,43,3083
2016031716,28,27,966
2016031816,37,35,2271
2016031916,26,23,894
2016032016,40,38,2785
2016032116,121,110,7590
2016032216,61,57,2716
2016032316,44,40,2689
2016032416,40,39,2741
2016032516,32,27,1533
2016032616,12,12,759
2016032716,29,27,1710
2016032816,220,194,13017
2016032916,60,55,2489
2016033016,45,44,2353
2016033116,24,22,1030
2016040116,26,24,1097
2016040216,18,18,560
2016040316,17,17,894
2016040416,26,26,440
2016040516,17,17,849
2016040616,24,19,1133
2016040716,32,32,1381
2016040816,35,34,1981
2016040916,26,23,1439
2016041016,22,21,1661
2016041116,29,27,1112
2016041216,23,22,815
2016041316,16,15,1441
2016041416,49,49,2515
2016041516,35,33,2047
2016041616,24,21,1589
2016041716,19,18,1342
2016041816,22,18,1361
2016041916,26,24,1075
2016042016,17,16,1142
2016042116,15,13,1379
2016042216,191,178,11263
2016042316,27,24,1419
2016042416,27,27,1260
2016042516,45,41,2660
2016042616,35,32,827
2016042716,60,55,2568
2016042816,37,37,1008
2016042916,26,23,804
2016043016,16,16,912
2016050116,18,17,1002
2016050216,18,18,665
2016050316,30,30,1471
2016050416,33,32,1515
2016050516,67,65,3656
2016050616,43,38,1745
2016050716,21,21,614
2016050816,24,23,1386
2016050916,27,27,1993
2016051016,17,15,611
2016051116,13,13,246
2016051216,28,26,932
2016051316,24,22,1234
2016051416,12,12,553
2016051516,11,10,776
2016051616,26,23,784
2016051716,18,18,1225
2016051816,17,17,424
2016051916,37,37,1442
2016052016,99,91,6883
2016052116,44,44,2124
2016052216,17,16,594
2016052316,24,21,893
2016052416,39,37,1403
2016052516,47,46,1304
2016052616,39,38,994
2016052716,22,21,1284
2016052816,22,22,927
2016052916,21,19,1028
2016053016,26,23,1640
2016053116,23,19,1618
2016060116,18,18,527
2016060216,27,23,1521
2016060316,27,23,932
2016060416,13,15,207
2016060516,15,15,655
2016060616,22,21,1214
2016060716,17,15,358
2016060816,16,15,731
2016060916,21,19,1000
2016061016,23,21,874
2016061116,12,11,472
2016061216,24,21,829
2016061316,21,21,1271
2016061416,17,17,606
2016061516,38,35,1481
2016061616,22,18,1042
2016061716,26,23,1274
2016061816,21,19,1210
2016061916,9,7,315
2016062016,13,13,1231
2016062116,19,17,911
2016062216,18,18,989
2016062316,26,23,939
2016062416,21,19,809
2016062516,11,11,725
2016062616,17,13,831
2016062716,17,16,904
2016062816,27,28,1198
2016062916,28,26,1252
2016063016,37,33,2654
2016070116,44,43,2316
2016070216,16,17,718
2016070316,23,23,610
2016070416,22,21,1528
2016070516,33,30,1370
2016070616,35,34,1383
2016070716,28,26,1176
2016070816,29,26,1061
2016070916,10,10,587
2016071016,17,16,392
2016071116,22,22,856
2016071216,21,19,756
2016071316,23,21,732
2016071416,15,13,408
2016071516,23,22,1141
2016071616,7,6,490
2016071716,11,11,479
2016071816,28,28,1363
2016071916,27,26,1068
2016072016,22,19,1430
2016072116,18,15,785
2016072216,11,10,722
2016072316,12,12,817
2016072416,15,15,637
2016072516,35,32,1617
2016072616,16,16,687
2016072716,22,19,1380
2016072816,16,15,505
2016072916,24,23,962
2016073016,12,10,222
2016073116,16,16,432
2016080116,28,27,1310
2016080216,18,17,824
2016080316,19,21,419
2016080416,19,19,703
2016080516,22,21,919
2016080616,10,9,549
2016080716,7,7,168
2016080816,18,18,527
2016080916,26,23,1128
2016081016,29,27,725
2016081116,12,12,538
2016081216,23,23,1889
2016081316,13,13,492
2016081416,22,22,633
2016081516,33,30,1117
2016081616,45,39,2129
2016081716,35,33,2074
2016081816,39,37,1262
2016081916,28,27,1276
2016082016,12,12,532
2016082116,18,16,670
2016082216,33,32,1012
2016082316,38,35,716
2016082416,37,37,1282
2016082516,18,18,1068
2016082616,29,26,902
2016082716,6,5,672
2016082816,12,11,407
2016082916,13,13,706
2016083016,35,33,1346
2016083116,26,22,510
2016090116,27,26,1355
2016090216,32,26,1432
2016090316,11,10,407
2016090416,16,15,716
2016090516,46,44,2242
2016090616,24,23,581
2016090716,18,16,452
2016090816,17,17,561
2016090916,27,26,1396
2016091016,7,7,451
2016091116,10,10,360
2016091216,26,26,1039
2016091316,23,21,773
2016091416,23,22,951
2016091516,24,23,897
2016091616,15,16,583
2016091716,9,9,285
2016091816,12,12,717
2016091916,23,21,984
2016092016,27,24,1713
2016092116,28,27,811
2016092216,41,41,1442
2016092316,21,17,1465
2016092416,13,12,926
2016092516,16,16,1376
2016092616,28,27,1381
2016092716,24,23,890
2016092816,18,17,626
2016092916,17,17,835
2016093016,18,18,704
2016100116,10,9,423
2016100216,82,78,4212
2016100316,47,44,2042
2016100416,23,22,1782
2016100516,24,22,1058
2016100616,18,18,460
2016100716,17,17,666
2016100816,11,11,236
2016100916,7,6,350
2016101016,19,18,788
2016101116,10,9,470
2016101216,17,18,876
2016101316,46,41,2948
2016101416,90,85,5607
2016101516,67,61,4419
2016101616,110,101,7756
2016101716,46,45,2326
2016101816,33,32,2367
2016101916,32,30,1310
2016102016,32,29,1559
2016102116,29,29,1058
2016102216,12,12,401
2016102316,18,18,1173
2016102416,52,54,3528
2016102516,17,15,656
2016102616,35,33,1607
2016102716,65,63,4192
2016102816,55,50,3276
2016102916,15,15,1359
2016103016,321,290,18041
2016103116,61,57,3214
2016110116,43,38,1606
2016110216,35,33,1347
2016110316,32,26,1375
2016110416,19,17,1862
2016110516,18,17,766
2016110616,21,19,884
2016110716,24,22,1059
2016110816,27,28,852
2016110916,22,21,687
2016111016,15,13,582
2016111116,18,18,538
2016111216,16,15,633
2016111316,15,15,765
2016111416,23,21,1438
2016111516,56,54,3438
2016111616,76,71,4659
2016111716,54,50,2342
2016111816,30,26,1858
2016111916,146,145,10928
2016112016,106,104,4787
2016112116,69,66,4008
2016112216,93,93,5429
2016112316,112,102,4653
2016112416,32,30,1934
2016112516,51,47,2921
2016112616,191,181,13526
2016112716,112,102,6934
2016112816,112,106,6541
2016112916,58,56,3619
2016113016,52,50,3137
2016120116,63,61,3959
2016120216,56,56,2946
2016120316,10,10,197
2016120416,34,29,2647
2016120516,73,67,5646
2016120616,110,102,5672
2016120716,175,168,12571
2016120816,212,173,19061
2016120916,166,147,12810
2016121016,164,152,9619
2016121116,55,54,3199
2016121216,97,85,6901
2016121316,155,146,7683
2016121416,262,245,17734
2016121516,296,279,18931
2016121616,234,220,14476
2016121716,73,65,3763
2016121816,55,51,2457
2016121916,119,106,5415
2016122016,104,93,5243
2016122116,117,110,6486
2016122216,73,66,5104
2016122316,385,352,26398
2016122416,122,116,8041
2016122516,76,71,5050
2016122616,84,74,5658
2016122716,106,96,5950
2016122816,73,68,3930
2016122916,68,63,2892
2016123016,72,65,3680
2016123116,58,51,3808
2017010116,130,122,8942
2017010216,353,330,14585
2017010316,451,420,32093
2017010416,518,455,40390
2017010516,279,259,17915
2017010616,214,203,8841
2017010716,369,335,27234
2017010816,399,368,27271
2017010916,406,369,25324
2017011016,782,692,62015
2017011116,486,436,34674
2017011216,492,455,31584
2017011316,220,201,14143
2017011416,96,90,6208
2017011516,84,79,4591
2017011616,118,105,7693
2017011716,161,147,12840
2017011816,574,513,43043
2017011916,352,308,23480
2017012016,418,386,25999
2017012116,207,195,12183
2017012216,493,466,29823
2017012316,312,290,19036
2017012416,174,166,11341
2017012516,134,127,6173
2017012616,108,104,5361
2017012716,80,76,3591
2017012816,56,51,2042
2017012916,55,52,3275
2017013016,76,68,2868
2017013116,97,89,6125
2017020116,96,93,4514
2017020216,145,135,6353
2017020316,219,196,14411
2017020416,88,89,4726
2017020516,100,97,5373
2017020616,222,207,15410
2017020716,224,219,12394
2017020816,212,205,10992
2017020916,343,309,16824
2017021016,330,292,17972
2017021116,113,108,5160
2017021216,123,114,5898
2017021316,136,135,6877
2017021416,118,106,5442
2017021516,155,144,6946
2017021616,146,134,7586
2017021716,324,291,21408
2017021816,127,121,7849
2017021916,157,150,9421
2017022016,334,306,21835
2017022116,438,398,27541
2017022216,278,264,15919
2017022316,205,190,9838
2017022416,155,146,8179
2017022516,82,76,3150
2017022616,99,93,5611
2017022716,133,123,7850
2017022816,95,88,4592
2017030116,80,73,3662
2017030216,67,56,2062
2017030316,67,60,2075
2017030416,124,118,7307
2017030516,296,275,17788
2017030616,324,286,19398
2017030716,140,138,7734
2017030816,80,73,2982
2017030916,63,62,3232
2017031016,80,78,2405
2017031116,22,22,975
2017031216,23,23,1146
2017031316,54,51,1595
2017031416,56,56,2286
2017031516,77,72,2842
2017031616,47,47,1860
2017031716,45,46,1687
2017031816,38,38,2175
2017031916,30,29,1415
2017032016,65,58,3247
2017032116,181,172,10217
2017032216,110,104,4413
2017032316,56,55,2211
2017032416,203,190,10646
2017032516,47,43,1204
2017032616,51,49,2627
2017032716,78,77,2152
2017032816,51,50,2045
2017032916,56,56,2113
2017033016,110,100,4276
2017033116,60,57,1883
2017040116,28,27,2046
2017040216,28,28,975
2017040316,34,35,935
2017040416,56,52,2652
2017040516,57,51,2415
2017040616,119,113,5717
2017040716,174,164,7152
2017040816,93,90,6152
2017040916,21,19,1508
2017041016,45,41,2545
2017041116,67,62,2201
2017041216,76,73,3680
2017041316,194,170,10448
2017041416,74,73,3233
2017041516,23,22,1079
2017041616,52,50,2193
2017041716,62,57,2557
