Date,Users,Sessions,Total Events
2016010118,43,38,1439
2016010218,47,39,2359
2016010318,63,61,3349
2016010418,83,84,3024
2016010518,183,163,10760
2016010618,135,118,8032
2016010718,72,66,3035
2016010818,35,33,2383
2016010918,60,60,2824
2016011018,23,22,1147
2016011118,30,28,1521
2016011218,40,38,1463
2016011318,123,113,5829
2016011418,177,153,12286
2016011518,71,66,3212
2016011618,66,56,3356
2016011718,129,122,5877
2016011818,57,50,2573
2016011918,63,58,4735
2016012018,35,33,1650
2016012118,49,43,2050
2016012218,132,119,6203
2016012318,63,56,2931
2016012418,58,52,1696
2016012518,33,32,1788
2016012618,30,28,1151
2016012718,28,26,1215
2016012818,47,43,2707
2016012918,102,93,4908
2016013018,77,72,4564
2016013118,314,283,21486
2016020118,66,55,4250
2016020218,55,50,3673
2016020318,76,62,3787
2016020418,27,26,1111
2016020518,16,13,1181
2016020618,16,13,759
2016020718,16,15,1219
2016020818,26,22,1528
2016020918,17,15,726
2016021018,29,29,1903
2016021118,15,15,1023
2016021218,18,16,1548
2016021318,12,11,926
2016021418,22,21,1956
2016021518,27,27,1058
2016021618,26,22,1724
2016021718,66,62,3676
2016021818,80,76,4970
2016021918,57,51,3575
2016022018,27,26,1019
2016022118,23,18,966
2016022218,23,22,1366
2016022318,18,16,569
2016022418,22,21,1321
2016022518,16,16,672
2016022618,17,17,949
2016022718,12,12,837
2016022818,12,12,447
2016022918,23,22,1361
2016030118,16,13,486
2016030218,18,18,1520
2016030318,24,23,1134
2016030418,71,63,3578
2016030518,108,111,6457
2016030618,160,150,10656
2016030718,99,90,5079
2016030818,46,40,2162
2016030918,38,33,2132
2016031018,80,73,6298
2016031118,117,107,7174
2016031218,133,125,9298
2016031318,186,164,10979
2016031418,60,60,2878
2016031518,28,29,1579
2016031618,29,26,1673
2016031718,24,24,1136
2016031818,17,15,488
2016031918,15,13,538
2016032018,43,39,1704
2016032118,132,130,6806
2016032218,55,55,3334
2016032318,50,49,3016
2016032418,30,28,1305
2016032518,24,23,1711
2016032618,22,19,746
2016032718,26,24,915
2016032818,132,116,7934
2016032918,71,67,2481
2016033018,30,28,1148
2016033118,24,19,1090
2016040118,16,15,550
2016040218,5,4,84
2016040318,18,15,636
2016040418,13,12,669
2016040518,18,18,1113
2016040618,16,12,772
2016040718,22,21,1351
2016040818,28,26,1083
2016040918,38,37,1679
2016041018,26,24,1744
2016041118,33,33,1484
2016041218,13,13,548
2016041318,27,24,1583
2016041418,30,27,1584
2016041518,26,24,760
2016041618,13,13,759
2016041718,16,16,817
2016041818,16,16,348
2016041918,16,15,631
2016042018,9,6,466
2016042118,12,11,482
2016042218,139,128,7952
2016042318,23,23,764
2016042418,33,30,1519
2016042518,45,44,2429
2016042618,43,41,2255
2016042718,51,46,2697
2016042818,27,27,645
2016042918,27,24,1565
2016043018,13,13,783
2016050118,15,15,582
2016050218,22,19,1198
2016050318,19,21,835
2016050418,28,24,1386
2016050518,39,34,3032
2016050618,29,28,1158
2016050718,22,19,944
2016050818,21,21,812
2016050918,18,17,850
2016051018,16,13,851
2016051118,10,9,255
2016051218,16,15,798
2016051318,12,11,280
2016051418,16,16,1133
2016051518,16,16,863
2016051618,15,12,1047
2016051718,12,12,438
2016051818,21,16,845
2016051918,22,19,1002
2016052018,160,146,9177
2016052118,49,46,2573
2016052218,19,17,900
2016052318,23,22,1314
2016052418,23,19,600
2016052518,30,28,1039
2016052618,12,9,655
2016052718,21,18,1438
2016052818,9,9,384
2016052918,13,13,801
2016053018,30,30,1436
2016053118,23,22,1256
2016060118,15,13,695
2016060218,9,9,503
2016060318,18,15,934
2016060418,6,6,116
2016060518,16,15,839
2016060618,13,10,901
2016060718,9,7,429
2016060818,12,13,112
2016060918,12,9,569
2016061018,11,11,287
2016061118,21,19,907
2016061218,22,23,1153
2016061318,10,9,211
2016061418,21,18,860
2016061518,12,12,714
2016061618,16,16,621
2016061718,22,18,1246
2016061818,11,10,252
2016061918,15,12,817
2016062018,12,11,1023
2016062118,10,9,374
2016062218,11,7,520
2016062318,10,10,515
2016062418,13,11,385
2016062518,19,13,1265
2016062618,12,10,497
2016062718,15,13,743
2016062818,21,21,822
2016062918,16,15,533
2016063018,12,12,818
2016070118,35,33,1564
2016070218,18,18,688
2016070318,19,17,499
2016070418,24,24,1277
2016070518,26,22,648
2016070618,26,21,742
2016070718,17,16,762
2016070818,13,13,838
2016070918,13,13,887
2016071018,15,13,391
2016071118,17,16,1130
2016071218,9,6,346
2016071318,21,18,1632
2016071418,11,10,237
2016071518,11,7,661
2016071618,10,9,485
2016071718,6,6,267
2016071818,13,12,531
2016071918,16,13,934
2016072018,17,17,775
2016072118,10,9,319
2016072218,10,10,396
2016072318,12,13,709
2016072418,12,11,804
2016072518,16,15,708
2016072618,17,15,722
2016072718,13,11,581
2016072818,24,21,645
2016072918,23,24,1253
2016073018,11,10,255
2016073118,16,17,800
2016080118,12,10,1435
2016080218,17,17,494
2016080318,15,13,402
2016080418,17,15,1206
2016080518,9,10,283
2016080618,13,13,722
2016080718,12,12,782
2016080818,16,12,251
2016080918,13,11,251
2016081018,9,10,354
2016081118,18,17,437
2016081218,13,10,608
2016081318,7,7,163
2016081418,18,18,737
2016081518,15,12,325
2016081618,33,30,1212
2016081718,15,12,463
2016081818,15,13,386
2016081918,17,15,704
2016082018,6,6,217
2016082118,21,21,1068
2016082218,22,17,644
2016082318,23,22,867
2016082418,28,21,1503
2016082518,18,13,621
2016082618,17,17,529
2016082718,10,9,290
2016082818,7,7,371
2016082918,15,13,1017
2016083018,22,22,632
2016083118,17,16,644
2016090118,22,18,971
2016090218,17,15,1594
2016090318,21,21,902
2016090418,12,12,423
2016090518,40,34,2179
2016090618,17,15,1017
2016090718,19,17,880
2016090818,10,6,577
2016090918,16,13,270
2016091018,6,5,308
2016091118,9,7,250
2016091218,9,6,776
2016091318,24,22,1488
2016091418,16,10,371
2016091518,17,15,634
2016091618,9,9,360
2016091718,12,12,454
2016091818,11,11,513
2016091918,18,12,720
2016092018,18,16,1091
2016092118,11,11,848
2016092218,17,15,833
2016092318,11,9,1089
2016092418,16,16,441
2016092518,9,9,341
2016092618,16,16,566
2016092718,17,16,586
2016092818,10,10,426
2016092918,17,13,643
2016093018,12,11,725
2016100118,15,13,673
2016100218,65,60,3053
2016100318,24,22,1562
2016100418,15,13,1038
2016100518,15,15,821
2016100618,15,13,357
2016100718,19,19,926
2016100818,6,6,291
2016100918,6,6,206
2016101018,19,17,531
2016101118,11,10,488
2016101218,13,13,431
2016101318,32,32,2110
2016101418,50,43,1705
2016101518,62,61,4642
2016101618,65,58,3869
2016101718,34,32,1918
2016101818,19,17,798
2016101918,10,7,529
2016102018,18,18,1069
2016102118,9,7,191
2016102218,4,4,195
2016102318,19,18,1286
2016102418,28,24,1298
2016102518,7,7,498
2016102618,16,15,820
2016102718,46,43,2728
2016102818,35,32,2236
2016102918,23,22,1162
2016103018,177,158,10023
2016103118,47,46,2930
2016110118,35,29,1097
2016110218,16,13,598
2016110318,16,15,274
2016110418,15,15,1042
2016110518,11,10,502
2016110618,10,10,245
2016110718,12,11,616
2016110818,9,9,188
2016110918,12,12,311
2016111018,11,10,261
2016111118,9,9,397
2016111218,10,7,374
2016111318,7,7,365
2016111418,16,13,186
2016111518,23,19,992
2016111618,26,23,1161
2016111718,38,34,1554
2016111818,30,29,1421
2016111918,123,108,5814
2016112018,69,65,2641
2016112118,45,41,1190
2016112218,69,65,3506
2016112318,65,61,3338
2016112418,19,18,328
2016112518,33,32,1090
2016112618,179,162,10217
2016112718,76,71,4075
2016112818,40,34,1704
2016112918,39,35,1642
2016113018,49,46,1534
2016120118,28,23,785
2016120218,26,19,770
2016120318,18,16,824
2016120418,21,19,644
2016120518,29,27,1181
2016120618,77,77,3540
2016120718,152,139,9874
2016120818,86,80,4104
2016120918,95,88,4356
2016121018,94,83,4589
2016121118,49,47,1666
2016121218,45,39,958
2016121318,66,62,3279
2016121418,113,97,8444
2016121518,142,138,6706
2016121618,134,123,5592
2016121718,52,51,2074
2016121818,44,39,1905
2016121918,56,50,1380
2016122018,47,41,1409
2016122118,45,38,2052
2016122218,45,41,1755
2016122318,140,116,5583
2016122418,77,73,3311
2016122518,41,40,935
2016122618,62,54,2941
2016122718,49,45,2963
2016122818,57,52,2158
2016122918,46,43,1776
2016123018,50,46,2130
2016123118,46,38,2063
2017010118,136,123,8090
2017010218,283,246,19751
2017010318,295,248,19622
2017010418,335,291,21600
2017010518,190,174,7751
2017010618,129,123,6180
2017010718,247,223,13219
2017010818,287,264,12561
2017010918,250,222,14501
2017011018,415,373,27131
2017011118,290,262,16248
2017011218,241,219,12403
2017011318,149,139,6513
2017011418,79,76,3290
2017011518,71,68,2884
2017011618,68,65,3216
2017011718,85,77,4395
2017011818,306,253,20275
2017011918,161,151,8969
2017012018,234,212,11917
2017012118,164,147,9293
2017012218,472,425,25619
2017012318,189,172,8381
2017012418,79,71,4229
2017012518,83,69,3446
2017012618,63,62,3757
2017012718,56,46,2644
2017012818,41,38,1646
2017012918,45,41,1799
2017013018,44,43,1885
2017013118,55,51,2963
2017020118,61,52,3109
2017020218,84,69,4673
2017020318,152,145,8583
2017020418,55,54,2096
2017020518,66,63,3711
2017020618,184,167,10647
2017020718,121,108,5784
2017020818,116,108,4880
2017020918,233,206,12569
2017021018,218,195,13062
2017021118,93,83,3823
2017021218,111,102,6002
2017021318,97,94,3298
2017021418,77,76,3119
2017021518,74,71,2891
2017021618,83,78,3949
2017021718,191,164,10964
2017021818,95,91,3975
2017021918,161,147,8394
2017022018,306,272,20944
2017022118,276,253,15726
2017022218,169,161,10601
2017022318,151,135,7153
2017022418,107,95,5530
2017022518,66,65,2931
2017022618,110,107,5931
2017022718,86,88,4563
2017022818,61,57,3031
2017030118,58,55,2370
2017030218,43,41,1237
2017030318,49,44,2192
2017030418,102,97,5124
2017030518,241,235,14485
