Date,Users,Sessions,Total Events
2016010123,21,19,526
2016010223,13,11,440
2016010323,17,16,924
2016010423,41,39,2110
2016010523,57,52,2585
2016010623,63,58,3629
2016010723,22,21,1091
2016010823,19,18,1045
2016010923,19,19,705
2016011023,13,12,192
2016011123,9,7,157
2016011223,22,19,983
2016011323,51,47,2116
2016011423,77,73,3823
2016011523,34,33,1667
2016011623,29,28,1302
2016011723,51,47,1828
2016011823,23,22,837
2016011923,21,17,1393
2016012023,11,10,580
2016012123,15,15,916
2016012223,47,43,1748
2016012323,21,18,599
2016012423,21,19,471
2016012523,16,13,339
2016012623,10,10,130
2016012723,7,7,46
2016012823,15,15,378
2016012923,55,54,3121
2016013023,24,23,775
2016013123,71,65,2481
2016020123,22,21,690
2016020223,12,10,354
2016020323,11,11,658
2016020423,10,10,133
2016020523,9,7,649
2016020623,9,9,156
2016020723,4,4,167
2016020823,5,5,179
2016020923,7,6,37
2016021023,5,4,69
2016021123,2,1,19
2016021223,6,6,138
2016021323,6,6,124
2016021423,7,7,381
2016021523,9,9,163
2016021623,9,9,261
2016021723,52,49,2661
2016021823,17,17,538
2016021923,19,18,1050
2016022023,12,12,255
2016022123,6,6,135
2016022223,10,9,136
2016022323,5,5,50
2016022423,4,4,213
2016022523,7,7,61
2016022623,4,2,67
2016022723,4,4,29
2016022823,1,1,37
2016022923,5,5,49
2016030123,4,4,63
2016030223,7,7,150
2016030323,11,11,196
2016030423,22,19,1033
2016030523,56,52,2908
2016030623,73,69,4846
2016030723,16,16,593
2016030823,13,11,818
2016030923,11,11,527
2016031023,21,19,1324
2016031123,22,19,800
2016031223,38,33,2134
2016031323,78,63,3108
2016031423,11,10,220
2016031523,11,11,259
2016031623,11,10,179
2016031723,13,13,591
2016031823,7,6,100
2016031923,2,1,39
2016032023,22,21,667
2016032123,40,35,1951
2016032223,6,5,147
2016032323,9,7,460
2016032423,9,6,256
2016032523,11,7,208
2016032623,6,6,185
2016032723,15,15,446
2016032823,30,28,838
2016032923,12,12,272
2016033023,16,16,301
2016033123,5,5,83
2016040123,6,5,29
2016040223,4,4,22
2016040323,5,5,218
2016040423,2,2,6
2016040523,4,4,10
2016040623,5,5,94
2016040723,5,2,58
2016040823,11,11,503
2016040923,10,10,169
2016041023,9,7,474
2016041123,2,2,80
2016041223,6,6,141
2016041323,12,12,141
2016041423,7,6,257
2016041523,7,7,56
2016041623,6,6,416
2016041723,6,6,101
2016041823,2,1,9
2016041923,4,4,9
2016042023,6,6,122
2016042123,6,5,119
2016042223,39,37,1929
2016042323,4,4,61
2016042423,16,16,1042
2016042523,13,12,457
2016042623,7,7,194
2016042723,11,10,286
2016042823,4,4,10
2016042923,17,17,928
2016043023,4,4,26
2016050123,7,7,240
2016050223,5,5,97
2016050323,4,4,128
2016050423,7,6,96
2016050523,18,18,983
2016050623,11,11,444
2016050723,7,7,209
2016050823,4,2,33
2016050923,2,4,11
2016051023,4,1,17
2016051123,4,4,16
2016051223,7,7,134
2016051323,1,1,19
2016051423,4,4,34
2016051523,5,5,34
2016051623,1,1,29
2016051723,4,4,74
2016051823,5,5,13
2016051923,10,9,444
2016052023,41,37,1442
2016052123,11,11,263
2016052223,5,5,276
2016052323,6,6,373
2016052423,9,9,104
2016052523,6,6,18
2016052623,2,2,66
2016052723,7,7,206
2016052823,6,6,38
2016052923,1,1,13
2016053023,6,5,307
2016053123,4,4,43
2016060123,5,5,141
2016060223,7,7,29
2016060323,9,7,441
2016060423,5,5,201
2016060523,6,6,95
2016060623,5,5,79
2016060723,6,6,160
2016060823,2,2,49
2016060923,2,1,27
2016061023,2,2,21
2016061123,10,10,99
2016061223,2,2,141
2016061323,9,7,134
2016061423,4,2,175
2016061523,5,2,66
2016061623,2,2,91
2016061723,1,1,19
2016061823,7,7,228
2016061923,4,4,49
2016062023,6,6,147
2016062123,7,6,63
2016062223,4,4,138
2016062323,4,4,27
2016062423,6,6,57
2016062523,5,4,151
2016062623,2,2,29
2016062723,5,5,119
2016062823,1,1,18
2016062923,5,4,74
2016063023,5,5,32
2016070123,7,7,472
2016070223,2,2,30
2016070323,4,4,32
2016070423,7,7,332
2016070523,4,4,9
2016070623,2,2,89
2016070723,2,2,28
2016070823,4,4,22
2016070923,2,2,74
2016071023,4,4,50
2016071223,7,7,262
2016071323,4,4,28
2016071523,2,1,16
2016071623,1,1,164
2016071723,5,4,246
2016071823,1,1,32
2016071923,1,1,16
2016072023,5,5,85
2016072123,7,7,79
2016072323,2,2,43
2016072423,2,2,27
2016072523,4,4,94
2016072623,5,5,35
2016072723,4,4,83
2016072823,4,4,128
2016072923,5,4,93
2016073023,4,4,96
2016073123,4,4,96
2016080123,2,2,32
2016080223,6,6,141
2016080323,4,2,45
2016080423,5,4,302
2016080523,5,2,21
2016080623,4,4,21
2016080723,7,6,469
2016080823,6,5,89
2016080923,1,1,5
2016081023,4,4,21
2016081123,6,6,60
2016081223,2,2,7
2016081323,2,2,16
2016081423,6,5,179
2016081523,5,6,244
2016081623,2,1,21
2016081723,9,10,47
2016081823,4,4,37
2016081923,2,2,247
2016082023,6,6,202
2016082123,2,1,11
2016082223,5,5,105
2016082323,7,6,150
2016082423,1,1,37
2016082523,4,4,60
2016082623,2,2,28
2016082723,5,4,152
2016082823,1,1,2
2016082923,4,4,71
2016083023,4,4,12
2016083123,4,4,16
2016090123,5,4,190
2016090223,7,7,65
2016090323,5,5,80
2016090423,6,6,250
2016090523,15,13,295
2016090623,1,1,39
2016090723,1,1,257
2016090823,5,5,56
2016090923,2,2,60
2016091023,4,4,34
2016091123,2,2,6
2016091323,5,5,253
2016091423,7,6,117
2016091523,9,7,183
2016091623,2,2,12
2016091723,2,2,10
2016091823,4,2,67
2016091923,4,4,18
2016092023,7,7,133
2016092123,2,2,26
2016092223,5,5,164
2016092323,6,6,76
2016092423,10,10,231
2016092523,4,4,157
2016092623,5,4,94
2016092723,5,4,60
2016092823,2,2,16
2016092923,4,4,71
2016093023,2,1,68
2016100123,7,5,263
2016100223,17,16,723
2016100323,10,10,446
2016100423,5,4,40
2016100523,6,6,63
2016100623,6,6,101
2016100723,4,4,73
2016100923,4,2,29
2016101023,4,4,52
2016101123,6,6,139
2016101223,6,6,217
2016101323,12,10,1173
2016101423,7,7,142
2016101523,16,12,915
2016101623,16,16,699
2016101723,7,6,79
2016101823,6,6,60
2016101923,10,10,351
2016102023,2,2,6
2016102123,13,13,285
2016102223,11,11,216
2016102323,7,7,228
2016102423,6,5,276
2016102523,4,2,173
2016102623,12,12,73
2016102723,6,6,122
2016102823,4,2,43
2016102923,5,5,104
2016103023,30,30,1482
2016103123,26,26,1077
2016110123,6,6,269
2016110223,5,5,38
2016110323,2,0,80
2016110423,10,9,160
2016110523,6,6,167
2016110623,5,6,93
2016110723,5,5,18
2016110823,1,1,22
2016110923,4,4,155
2016111023,9,7,116
2016111123,7,7,57
2016111223,4,4,30
2016111323,5,5,43
2016111423,7,6,706
2016111523,10,7,529
2016111623,17,15,801
2016111723,15,13,585
2016111823,11,11,1069
2016111923,41,39,2443
2016112023,24,23,1131
2016112123,7,7,118
2016112223,34,28,2277
2016112323,37,37,1728
2016112423,16,15,301
2016112523,17,17,442
2016112623,89,80,5590
2016112723,41,35,1924
2016112823,18,18,1276
2016112923,13,13,328
2016113023,18,16,585
2016120123,10,10,391
2016120223,17,17,739
2016120323,9,9,491
2016120423,9,9,497
2016120523,15,13,866
2016120623,23,23,1114
2016120723,71,65,4373
2016120823,51,44,3338
2016120923,28,27,1366
2016121023,40,38,1853
2016121123,12,11,242
2016121223,16,15,166
2016121323,41,39,1472
2016121423,51,47,2740
2016121523,58,50,4161
2016121623,38,34,1455
2016121723,26,22,694
2016121823,17,15,519
2016121923,28,28,589
2016122023,19,19,630
2016122123,21,18,1466
2016122223,28,23,716
2016122323,83,74,3510
2016122423,32,30,2037
2016122523,28,27,705
2016122623,41,40,1987
2016122723,30,27,1186
2016122823,15,13,319
2016122923,13,11,224
2016123023,17,13,544
2016123123,28,29,1256
2017010123,151,141,6604
2017010223,112,101,5545
2017010323,125,112,8615
2017010423,175,167,12068
2017010523,52,50,1567
2017010623,50,50,2036
2017010723,100,95,4080
2017010823,149,141,7566
2017010923,113,107,6302
2017011023,250,227,14478
2017011123,101,94,6918
2017011223,82,73,4843
2017011323,44,38,1632
2017011423,30,27,755
2017011523,22,22,664
2017011623,9,6,119
2017011723,32,30,2214
2017011823,89,82,5439
