Date,Users,Sessions,Total Events
2016010112,51,46,2579
2016010212,68,63,3760
2016010312,83,74,5202
2016010412,164,140,9819
2016010512,418,392,26277
2016010612,304,281,20849
2016010712,167,152,9103
2016010812,105,101,6485
2016010912,93,86,4626
2016011012,61,56,3734
2016011112,71,66,3427
2016011212,57,52,3091
2016011312,172,157,9377
2016011412,162,138,8903
2016011512,161,141,7540
2016011612,136,128,8724
2016011712,106,97,6006
2016011812,145,144,6589
2016011912,287,257,18743
2016012012,101,93,6183
2016012112,85,78,4148
2016012212,152,146,8506
2016012312,140,134,7143
2016012412,68,65,4429
2016012512,56,52,2495
2016012612,50,46,1665
2016012712,29,28,1553
2016012812,54,47,2792
2016012912,135,123,8410
2016013012,108,104,5956
2016013112,211,195,11552
2016020112,130,122,8717
2016020212,141,127,6567
2016020312,80,73,4221
2016020412,68,63,3385
2016020512,52,44,1839
2016020612,38,35,1333
2016020712,28,24,1078
2016020812,41,38,2261
2016020912,34,34,1491
2016021012,30,28,1265
2016021112,34,33,1909
2016021212,29,29,1827
2016021312,18,18,1190
2016021412,16,15,672
2016021512,27,27,1757
2016021612,26,24,1611
2016021712,91,79,3793
2016021812,233,213,13931
2016021912,101,96,4936
2016022012,40,38,1337
2016022112,34,34,1386
2016022212,22,21,716
2016022312,17,18,578
2016022412,26,26,1079
2016022512,23,22,1124
2016022612,21,19,737
2016022712,11,10,546
2016022812,18,16,1031
2016022912,26,26,1231
2016030112,30,29,1173
2016030212,17,17,406
2016030312,28,24,829
2016030412,52,51,3667
2016030512,88,80,4011
2016030612,118,104,5976
2016030712,172,157,8418
2016030812,57,56,2533
2016030912,60,57,2123
2016031012,100,93,5375
2016031112,123,124,6036
2016031212,102,95,6068
2016031312,197,183,13695
2016031412,105,104,6412
2016031512,50,46,2634
2016031612,44,41,2271
2016031712,35,33,1327
2016031812,30,30,1242
2016031912,21,21,849
2016032012,33,28,1705
2016032112,68,65,4408
2016032212,80,73,3211
2016032312,55,49,2682
2016032412,45,43,2577
2016032512,29,29,1273
2016032612,19,17,1760
2016032712,37,33,1487
2016032812,223,220,12293
2016032912,69,71,2919
2016033012,46,45,2328
2016033112,23,24,1307
2016040112,28,27,1069
2016040212,7,6,245
2016040312,17,16,565
2016040412,27,24,1363
2016040512,22,17,723
2016040612,15,16,536
2016040712,30,30,1604
2016040812,30,24,1058
2016040912,30,29,1621
2016041012,35,34,1254
2016041112,27,26,2101
2016041212,28,28,750
2016041312,19,17,714
2016041412,47,45,2747
2016041512,33,28,1081
2016041612,19,19,1372
2016041712,12,12,289
2016041812,23,23,574
2016041912,16,15,631
2016042012,18,18,699
2016042112,15,16,671
2016042212,151,142,8517
2016042312,35,32,1676
2016042412,32,32,1096
2016042512,47,46,1958
2016042612,38,38,1253
2016042712,37,35,2207
2016042812,40,38,1303
2016042912,24,23,1352
2016043012,27,26,1162
2016050112,10,10,582
2016050212,22,19,1062
2016050312,11,11,337
2016050412,16,15,359
2016050512,30,29,1394
2016050612,33,29,1352
2016050712,29,30,1316
2016050812,21,18,1169
2016050912,23,24,1717
2016051012,28,27,834
2016051112,17,17,787
2016051212,17,16,441
2016051312,22,21,827
2016051412,12,12,427
2016051512,11,11,314
2016051612,22,22,1174
2016051712,27,23,1361
2016051812,16,13,491
2016051912,27,26,788
2016052012,67,63,2750
2016052112,45,44,3141
2016052212,23,22,939
2016052312,28,27,626
2016052412,29,29,919
2016052512,24,22,354
2016052612,38,38,1668
2016052712,33,33,1410
2016052812,11,11,376
2016052912,10,9,163
2016053012,21,22,1167
2016053112,29,27,992
2016060112,15,15,665
2016060212,21,21,860
2016060312,22,21,533
2016060412,9,9,833
2016060512,13,12,518
2016060612,22,19,1176
2016060712,12,10,625
2016060812,17,15,442
2016060912,19,19,427
2016061012,12,12,421
2016061112,16,15,391
2016061212,9,9,326
2016061312,23,22,951
2016061412,16,15,317
2016061512,19,19,554
2016061612,15,15,889
2016061712,22,19,633
2016061812,18,16,936
2016061912,5,5,166
2016062012,19,16,817
2016062112,11,11,224
2016062212,12,11,697
2016062312,23,23,632
2016062412,13,15,427
2016062512,7,7,306
2016062612,10,7,476
2016062712,21,19,1158
2016062812,15,16,695
2016062912,19,19,944
2016063012,19,18,481
2016070112,27,27,893
2016070212,17,16,1248
2016070312,17,16,706
2016070412,11,12,295
2016070512,34,34,1631
2016070612,19,17,376
2016070712,15,12,469
2016070812,18,18,667
2016070912,13,13,527
2016071012,16,13,625
2016071112,15,15,485
2016071212,16,13,343
2016071312,18,18,387
2016071412,11,10,775
2016071512,18,17,611
2016071612,11,11,286
2016071712,6,5,190
2016071812,13,13,535
2016071912,15,15,408
2016072012,16,15,840
2016072112,16,15,524
2016072212,15,15,683
2016072312,13,12,721
2016072412,9,9,285
2016072512,13,13,904
2016072612,17,18,776
2016072712,16,13,811
2016072812,16,15,502
2016072912,13,12,805
2016073012,13,13,319
2016073112,16,16,488
2016080112,16,16,565
2016080212,18,18,718
2016080312,15,12,470
2016080412,27,23,1141
2016080512,18,19,821
2016080612,10,9,420
2016080712,6,6,258
2016080812,18,18,971
2016080912,23,23,734
2016081012,21,18,795
2016081112,13,12,278
2016081212,13,11,356
2016081312,12,12,728
2016081412,9,10,191
2016081512,17,17,832
2016081612,10,10,149
2016081712,35,30,1309
2016081812,39,33,1665
2016081912,21,22,816
2016082012,2,2,80
2016082112,17,15,857
2016082212,15,13,449
2016082312,27,26,533
2016082412,37,37,645
2016082512,22,22,1035
2016082612,12,11,402
2016082712,9,9,166
2016082812,11,11,258
2016082912,26,23,941
2016083012,19,17,354
2016083112,18,16,525
2016090112,16,17,385
2016090212,27,26,387
2016090312,13,12,986
2016090412,22,19,803
2016090512,43,43,2324
2016090612,16,15,507
2016090712,21,21,926
2016090812,27,26,777
2016090912,9,7,241
2016091012,10,10,292
2016091112,7,9,101
2016091212,23,22,866
2016091312,34,30,1056
2016091412,13,13,811
2016091512,19,16,835
2016091612,18,17,831
2016091712,13,12,889
2016091812,5,2,173
2016091912,19,19,1291
2016092012,12,11,697
2016092112,16,13,658
2016092212,24,21,1070
2016092312,26,23,933
2016092412,11,10,442
2016092512,11,10,516
2016092612,13,11,491
2016092712,7,6,223
2016092812,18,17,680
2016092912,16,15,253
2016093012,27,28,967
2016100112,9,7,554
2016100212,23,19,1765
2016100312,54,51,3133
2016100412,22,19,1807
2016100512,22,18,1230
2016100612,17,13,595
2016100712,16,15,745
2016100812,12,10,524
2016100912,16,13,390
2016101012,22,18,790
2016101112,18,16,313
2016101212,17,17,889
2016101312,27,27,1930
2016101412,94,86,5462
2016101512,54,49,2893
2016101612,69,66,3834
2016101712,76,69,3868
2016101812,32,29,1866
2016101912,37,33,1604
2016102012,28,26,1368
2016102112,30,30,1134
2016102212,9,9,213
2016102312,7,7,369
2016102412,34,29,1380
2016102512,7,6,331
2016102612,23,21,1025
2016102712,72,65,3497
2016102812,66,65,3864
2016102912,19,19,915
2016103012,94,85,5022
2016103112,58,55,4357
2016110112,57,58,3033
2016110212,39,37,2140
2016110312,24,26,605
2016110412,23,22,1092
2016110512,13,10,435
2016110612,19,18,457
2016110712,21,19,801
2016110812,24,24,789
2016110912,22,22,483
2016111012,16,17,927
2016111112,16,13,746
2016111212,4,4,71
2016111312,7,7,108
2016111412,18,16,810
2016111512,22,19,626
2016111612,82,76,3952
2016111712,58,54,3665
2016111812,51,51,2459
2016111912,127,118,8224
2016112012,164,138,7236
2016112112,69,66,4774
2016112212,68,61,3864
2016112312,178,162,9267
2016112412,44,35,2921
2016112512,56,50,3298
2016112612,102,93,7503
2016112712,207,184,11128
2016112812,105,90,6716
2016112912,45,39,2203
2016113012,69,65,4757
2016120112,82,76,4800
2016120212,43,37,1712
2016120312,29,27,1316
2016120412,41,41,2028
2016120512,76,68,5090
2016120612,93,84,6832
2016120712,82,79,5176
2016120812,220,186,15170
2016120912,224,201,12433
2016121012,223,202,14131
2016121112,72,65,4368
2016121212,110,108,6341
2016121312,107,94,6610
2016121412,172,151,13632
2016121512,272,256,16932
2016121612,192,181,12347
2016121712,80,71,3409
2016121812,56,52,2434
2016121912,145,136,7611
2016122012,102,93,6376
2016122112,102,99,4199
2016122212,91,84,3640
2016122312,384,342,26046
2016122412,192,174,10899
2016122512,89,83,5724
2016122612,82,72,4200
2016122712,130,119,8738
2016122812,83,73,3992
2016122912,68,58,3769
2016123012,96,90,5081
2016123112,43,40,1598
2017010112,116,110,7578
2017010212,370,331,24821
2017010312,391,352,27104
2017010412,496,438,38350
2017010512,390,350,26737
2017010612,209,190,11944
2017010712,384,339,29756
2017010812,479,438,30868
2017010912,511,464,34004
2017011012,698,634,49817
2017011112,723,654,51655
2017011212,698,648,43454
2017011312,298,267,15111
2017011412,157,149,9270
2017011512,117,104,5819
2017011612,145,142,7104
2017011712,133,116,6795
2017011812,416,385,31976
2017011912,483,434,35212
2017012012,493,452,30520
2017012112,202,189,11619
2017012212,619,552,30894
2017012312,449,407,26150
2017012412,222,200,12684
2017012512,138,128,7538
2017012612,104,96,6099
2017012712,116,106,4850
2017012812,67,65,4902
2017012912,49,46,1959
2017013012,72,63,2345
2017013112,108,102,4863
2017020112,95,85,5148
2017020212,157,151,8175
2017020312,265,244,17270
2017020412,116,101,6922
2017020512,80,78,4626
2017020612,258,237,14885
2017020712,274,264,14588
2017020812,214,194,11205
2017020912,280,259,14317
2017021012,408,367,22070
2017021112,179,155,8049
2017021212,117,111,4909
2017021312,135,123,7017
2017021412,133,125,6290
2017021512,153,147,8098
2017021612,209,196,9785
2017021712,306,278,18123
2017021812,138,127,7431
2017021912,151,141,7176
2017022012,304,281,19929
2017022112,343,313,19236
2017022212,335,308,17883
2017022312,244,223,13314
2017022412,155,150,6981
2017022512,116,105,5089
2017022612,83,78,4418
2017022712,164,153,10748
2017022812,110,102,4111
2017030112,90,85,5040
2017030212,91,85,3178
2017030312,74,69,2790
2017030412,69,66,2884
2017030512,312,284,18073
2017030612,399,373,21799
2017030712,160,146,8275
2017030812,85,80,4111
2017030912,100,96,4453
2017031012,66,61,3065
2017031112,45,45,1616
2017031212,44,39,2672
2017031312,63,60,2450
2017031412,58,52,1583
2017031512,52,52,1475
2017031612,51,47,1819
2017031712,46,47,1646
2017031812,35,32,1252
2017031912,28,26,1051
2017032012,58,57,2518
2017032112,108,100,5139
2017032212,183,177,9036
2017032312,47,45,1750
2017032412,194,174,10250
2017032512,50,47,1846
2017032612,78,76,3082
2017032712,78,69,3730
2017032812,46,41,1855
2017032912,55,57,3136
2017033012,127,113,5167
2017033112,55,52,2440
2017040112,43,40,1364
2017040212,23,22,1246
2017040312,40,38,1869
2017040412,33,33,1802
2017040512,43,41,2131
2017040612,102,96,4554
2017040712,183,173,7467
2017040812,135,125,6604
2017040912,51,50,2250
2017041012,54,51,2669
2017041112,80,76,3115
2017041212,71,66,2520
2017041312,133,125,6229
2017041412,85,74,3344
2017041512,34,29,1782
2017041612,46,43,2311
2017041712,72,62,1902
2017041812,72,65,2171
2017041912,37,34,980
2017042012,35,28,1136
2017042112,49,49,1836
2017042212,26,26,1385
2017042312,26,26,664
