Date,Users,Sessions,Total Events
20170301,919,1262,53798
20170302,774,1009,39580
20170303,770,1005,40466
20170304,1062,1506,78506
20170305,2746,4576,300929
20170306,2958,4824,303051
20170307,1587,2239,121295
20170308,935,1291,56201
20170309,871,1182,48433
20170310,777,1033,41442
20170311,453,561,24142
20170312,431,544,21878
20170313,638,833,30842
20170314,598,803,27850
20170315,619,815,33245
20170316,623,814,30414
20170317,540,715,24854
20170318,414,508,21647
20170319,422,519,20837
20170320,699,922,38710
20170321,1216,1807,92497
20170322,1215,1737,85188
20170323,733,947,39555
20170324,1668,2532,140704
20170325,713,895,39079
20170326,693,918,41494
20170327,954,1303,56820
20170328,616,824,34945
20170329,604,805,31462
20170330,1219,1701,81342
20170331,658,875,35255
