Date,Users,Sessions,Total Events
20170801,328,488,18838
20170802,329,500,22782
20170803,340,500,26468
20170804,266,415,16987
20170805,223,314,15708
20170806,223,308,14757
20170807,320,438,18222
20170808,284,396,16226
20170809,284,415,17398
20170810,287,428,17569
20170811,259,368,13090
20170812,165,220,8524
20170813,215,283,13224
20170814,257,348,13963
20170815,243,353,12936
20170816,272,403,15509
20170817,367,586,25416
20170818,491,750,36868
20170819,420,618,31512
20170820,413,595,32426
20170821,689,1182,99388
20170822,440,679,32088
20170823,350,502,20121
20170824,306,436,17133
20170825,288,402,12866
20170826,220,279,9866
20170827,200,275,11414
20170828,312,453,15541
20170829,328,479,17972
20170830,395,594,30203
20170831,433,615,23212
