Count,14759
Q1,9.0
Q3,44.0
Min,1
Sum,651701
Median,21
IQR,35.0
Range,1406
Mode,[2]
Variance,5768.037469650169
Mean,44.156175892675655
Max,1407
StdDev,75.95016992118032
