Count,639
Q1,12733.0
Q3,48695.0
Min,4662
Sum,33360139
Median,20175
IQR,35962.0
Range,700005
Mode,"[10343, 12733, 10777, 11177, 19691, 15708, 11930]"
Variance,6885518878.247106
Mean,52206.79029733959
Max,704667
StdDev,83044.03186012858
