Count,14759
Q1,9.0
Q3,41.0
Min,0
Sum,608222
Median,19
IQR,32.0
Range,1347
Mode,[1]
Variance,4902.743587710382
Mean,41.21024459651738
Max,1347
StdDev,70.02196653140277
